geom,Address,Age 65+ Total,All_Persons,% of Seniors,latitude,longitude,stop_code,stop_name,stop_lat,stop_lon,wheelchair_boarding,has_shelter,has_shelter_with_bench,distance,id,source,bench_count,amenity
"{""type"":""LineString"",""coordinates"":[[-79.38513,43.67501],[-79.38517,43.67506],[-79.38523,43.67513999999999],[-79.38526,43.67521],[-79.38531999999999,43.67537],[-79.38535,43.67544999999999],[-79.38535,43.67544999999999],[-79.38540999999999,43.67555999999999],[-79.38548,43.67566999999999],[-79.38555999999999,43.67580999999999],[-79.38559999999999,43.67593999999999],[-79.38572999999999,43.67618],[-79.38579,43.67631999999999],[-79.38591999999999,43.6766],[-79.38591999999999,43.6766],[-79.38603,43.67663],[-79.38611,43.67663999999999],[-79.38613999999999,43.67665999999999],[-79.38617,43.67667],[-79.3862,43.67669999999999],[-79.38621,43.67671],[-79.38636999999999,43.67681],[-79.38647,43.67705],[-79.38647,43.67719],[-79.38647,43.67721],[-79.38648999999999,43.67727],[-79.38652999999999,43.67743999999999],[-79.38653999999999,43.67748],[-79.38653999999999,43.67748],[-79.38662999999999,43.67748],[-79.38664,43.67748]]}",120 Rosedale Valley Rd,"75","99",0.757575757575758,43.6747377,-79.3857551,"6329",Crescent Rd at Cluny Dr,43.677499,-79.386639,Some,"0","0","322","256",Google,"0",
"{""type"":""LineString"",""coordinates"":[[-79.3859,43.67403999999999],[-79.38581,43.67401],[-79.38572,43.67399],[-79.38562,43.67394999999999],[-79.38558999999999,43.67394],[-79.38545,43.67387999999999],[-79.38539,43.67381999999999],[-79.38537999999999,43.6738],[-79.38536,43.67376],[-79.38536999999999,43.67371],[-79.38535,43.67367999999999],[-79.38535,43.67365999999999],[-79.38535,43.67365999999999],[-79.38541999999999,43.67367999999999],[-79.38567999999999,43.67372999999999],[-79.38581999999999,43.67376],[-79.38609999999999,43.67381999999999],[-79.3862,43.67385],[-79.38624,43.67385999999999],[-79.38627999999999,43.67387999999999],[-79.38631999999999,43.67389],[-79.38639,43.67390999999999],[-79.38646,43.67394999999999],[-79.38656,43.67399999999999],[-79.38661999999999,43.67403999999999],[-79.38671999999999,43.6741],[-79.38683,43.67418],[-79.38693,43.67427],[-79.38696,43.6743],[-79.38698999999999,43.67434],[-79.38703999999999,43.67439999999999],[-79.38709,43.67446999999999],[-79.38712999999999,43.67454],[-79.38715999999999,43.67461],[-79.38719,43.67466999999999],[-79.38724,43.67484999999999],[-79.38725999999999,43.67490999999999],[-79.38728999999999,43.67499999999999],[-79.38736,43.67524],[-79.3874,43.67535999999999],[-79.38742999999999,43.67546999999999],[-79.38745,43.67553],[-79.38746,43.67557999999999],[-79.38747999999999,43.67560999999999],[-79.38749,43.67564],[-79.38751999999999,43.67568],[-79.38755,43.67571],[-79.38758,43.67573],[-79.38760999999999,43.67575],[-79.38767,43.67578999999999],[-79.38773999999999,43.67580999999999],[-79.38777,43.67582],[-79.38781,43.67582],[-79.38783999999999,43.67582999999999],[-79.38787,43.67582999999999],[-79.38788999999999,43.67582999999999],[-79.38791,43.67582999999999],[-79.38795,43.67582999999999],[-79.38800999999999,43.67582999999999]]}",130 Rosedale Valley Rd,"59","151",0.390728476821192,43.6741675,-79.385883,"13803",Rosedale Station - Southbound Platform,43.676049,-79.388089,None,"0","0","428","257",Google,"0",
"{""type"":""LineString"",""coordinates"":[[-79.37734,43.67231999999999],[-79.37700999999999,43.67237999999999],[-79.37702,43.67242],[-79.37703,43.67244],[-79.37699,43.67244999999999],[-79.37681,43.67248],[-79.37681,43.67249999999999],[-79.37675,43.67249999999999],[-79.37671,43.67251]]}",388 Bloor St E,"147","324",0.453703703703704,43.6724728,-79.3773975,"485",Bloor St East at Sherbourne St,43.672463,-79.376704,Some,"1","1","53","258",Google,"0",Shelter With Bench Underneath
"{""type"":""LineString"",""coordinates"":[[-79.38069,43.67212],[-79.38062999999999,43.67195999999999],[-79.38052999999999,43.67170999999999],[-79.38052999999999,43.67170999999999],[-79.38039,43.67174]]}",278 Bloor St E,"218","320",0.68125,43.6721683,-79.3804767,"480",Bloor St East at Jarvis St,43.671706,-79.380383,Some,"0","0","75","259",Google,"0",
"{""type"":""LineString"",""coordinates"":[[-79.38822,43.67354999999999],[-79.38818999999999,43.67347999999999],[-79.38818,43.67345],[-79.38814999999999,43.67338999999999],[-79.38812,43.67333],[-79.38808,43.67322],[-79.38799,43.67298999999999]]}",900 Yonge St,"57","89",0.640449438202247,43.6735333,-79.3883225,"3220",Yonge St at Davenport Rd,43.672987,-79.387984,Some,"1","1","66","260",Google,"0",Shelter With Bench Underneath
"{""type"":""LineString"",""coordinates"":[[-79.38939,43.67522],[-79.38944999999999,43.67540999999999],[-79.38944999999999,43.67540999999999],[-79.38939999999999,43.67542],[-79.38929,43.67544999999999],[-79.38915,43.67548],[-79.38904999999999,43.6755],[-79.38904999999999,43.6755],[-79.38909999999999,43.67562],[-79.38907,43.67562999999999],[-79.38908999999999,43.67566999999999]]}",980 Yonge St,"55","179",0.307262569832402,43.6752437,-79.389233,"16000",Yonge St at Belmont St,43.675671,-79.389062,Some,"0","0","86","261",Google,"0",
"{""type"":""LineString"",""coordinates"":[[-79.37734,43.67231999999999],[-79.37700999999999,43.67237999999999],[-79.37702,43.67242],[-79.37703,43.67244],[-79.37699,43.67244999999999],[-79.37681,43.67248],[-79.37681,43.67249999999999],[-79.37675,43.67249999999999],[-79.37671,43.67251]]}",388 Bloor St E,"51","148",0.344594594594595,43.6724728,-79.3773975,"485",Bloor St East at Sherbourne St,43.672463,-79.376704,Some,"1","1","53","262",Google,"0",Shelter With Bench Underneath
"{""type"":""LineString"",""coordinates"":[[-79.38944999999999,43.68095999999999],[-79.38953999999999,43.68094],[-79.38964,43.68090999999999],[-79.38992,43.68081999999999],[-79.38994999999999,43.68072],[-79.38994999999999,43.68072],[-79.38998999999999,43.68070999999999],[-79.39002,43.68070999999999],[-79.39015999999999,43.68068999999999],[-79.39020999999999,43.68068],[-79.39028999999999,43.68066],[-79.39036,43.68065],[-79.39038999999999,43.68063999999999],[-79.39043999999999,43.68061999999999],[-79.3905,43.68059999999999],[-79.39058,43.68056],[-79.39064999999999,43.68052999999999],[-79.39072,43.68050999999999],[-79.39078,43.6805],[-79.3909,43.68047],[-79.39088999999999,43.68043999999999],[-79.39099,43.68041999999999],[-79.39099,43.68041999999999],[-79.39096,43.68034999999999],[-79.39088999999999,43.68016999999999],[-79.39086,43.68010999999999],[-79.39078999999999,43.67992999999999],[-79.39086,43.67992],[-79.39082999999999,43.67985999999999],[-79.39078999999999,43.67985999999999],[-79.39076,43.67985999999999],[-79.39056999999999,43.6794],[-79.39052999999999,43.67929999999999],[-79.39047999999999,43.67918999999999],[-79.39047999999999,43.67918999999999],[-79.39051999999999,43.67916999999999]]}",20 Scrivener Sq,"85","222",0.382882882882883,43.6811872,-79.3895521,"9027",Yonge St at MacPherson Ave,43.679185,-79.390534,None,"0","0","297","263",Google,"0",
"{""type"":""LineString"",""coordinates"":[[-79.38930999999999,43.68099],[-79.38935999999999,43.68097999999999],[-79.38944999999999,43.68095999999999],[-79.38953999999999,43.68094],[-79.38964,43.68090999999999],[-79.38992,43.68081999999999],[-79.38994999999999,43.68072],[-79.38994999999999,43.68072],[-79.38998999999999,43.68070999999999],[-79.39002,43.68070999999999],[-79.39015999999999,43.68068999999999],[-79.39020999999999,43.68068],[-79.39028999999999,43.68066],[-79.39036,43.68065],[-79.39038999999999,43.68063999999999],[-79.39043999999999,43.68061999999999],[-79.3905,43.68059999999999],[-79.39058,43.68056],[-79.39064999999999,43.68052999999999],[-79.39072,43.68050999999999],[-79.39078,43.6805],[-79.3909,43.68047],[-79.39088999999999,43.68043999999999],[-79.39099,43.68041999999999],[-79.39099,43.68041999999999],[-79.39096,43.68034999999999],[-79.39088999999999,43.68016999999999],[-79.39086,43.68010999999999],[-79.39078999999999,43.67992999999999],[-79.39086,43.67992],[-79.39082999999999,43.67985999999999],[-79.39078999999999,43.67985999999999],[-79.39076,43.67985999999999],[-79.39056999999999,43.6794],[-79.39052999999999,43.67929999999999],[-79.39047999999999,43.67918999999999],[-79.39047999999999,43.67918999999999],[-79.39051999999999,43.67916999999999]]}",25 Scrivener Sq,"104","184",0.565217391304348,43.6807322,-79.3892299,"9027",Yonge St at MacPherson Ave,43.679185,-79.390534,None,"0","0","308","264",Google,"0",
"{""type"":""LineString"",""coordinates"":[[-79.37524,43.66751],[-79.37497999999999,43.66758],[-79.37497999999999,43.66758],[-79.37497999999999,43.66752],[-79.37497,43.66749],[-79.37491,43.66736],[-79.37485999999999,43.66725]]}",490 Sherbourne St,"52","113",0.460176991150442,43.6676056,-79.3752859,"7333",Sherbourne St at Wellesley St East,43.667257,-79.374835,Some,"1","1","64","265",Google,"0",Shelter With Bench Underneath
"{""type"":""LineString"",""coordinates"":[[-79.37247,43.66429],[-79.37234999999999,43.66400999999999],[-79.37234999999999,43.664],[-79.37212999999999,43.66349],[-79.37212999999999,43.66349],[-79.37224999999999,43.66346],[-79.37228,43.66346],[-79.37291999999999,43.66333]]}",55 Bleecker St,"234","272",0.860294117647059,43.6643521,-79.3722066,"759",Carlton St at Sherbourne St,43.663289,-79.372902,None,"1","0","165","266",Google,"0",Shelter Without Bench
"{""type"":""LineString"",""coordinates"":[[-79.38228999999999,43.66257],[-79.38219999999999,43.66232999999999],[-79.38215999999999,43.66223],[-79.38215999999999,43.66223],[-79.38221,43.66221999999999],[-79.38232999999999,43.66219],[-79.38246999999999,43.66214999999999],[-79.38268999999999,43.66210999999999],[-79.38273999999999,43.66207],[-79.38324,43.66196999999999],[-79.38324,43.66196999999999],[-79.38321,43.66190999999999],[-79.38317,43.66179999999999]]}",31 Alexander St,"119","314",0.378980891719745,43.6626121,-79.3821025,"16094",Yonge St at Carlton St North Side - College Station,43.661798,-79.383158,Some,"0","0","158","267",Google,"0",
"{""type"":""LineString"",""coordinates"":[[-79.38148999999999,43.66304999999999],[-79.38151999999999,43.66313],[-79.38160999999999,43.66331999999999],[-79.38160999999999,43.66331999999999],[-79.38178,43.66326999999999],[-79.38209999999999,43.66320999999999],[-79.38214999999999,43.6632],[-79.38223,43.66317999999999],[-79.38236,43.66315],[-79.38253,43.66311999999999],[-79.38249999999999,43.66311999999999],[-79.38259999999999,43.6631],[-79.38272999999999,43.66308],[-79.3828,43.66306],[-79.38303999999999,43.66301],[-79.38313999999999,43.66297],[-79.3836,43.66286999999999],[-79.3836,43.66286999999999],[-79.38357999999999,43.66279999999999]]}",51 Alexander St,"137","305",0.449180327868852,43.6630931,-79.3813086,"3209",Yonge St at Alexander St,43.662802,-79.383587,Some,"0","0","224","268",Google,"0",
"{""type"":""LineString"",""coordinates"":[[-79.38814999999999,43.66855],[-79.38822999999999,43.66854],[-79.38828999999999,43.66852],[-79.38839,43.6685],[-79.38840999999999,43.66848999999999],[-79.38843,43.66848],[-79.38845,43.66846999999999],[-79.38846999999999,43.66846],[-79.38848,43.66845],[-79.38849,43.66843],[-79.38849999999999,43.66841],[-79.38849,43.66839999999999],[-79.38846999999999,43.66832999999999],[-79.38873999999999,43.66825999999999],[-79.38872999999999,43.66825],[-79.38868999999999,43.66814],[-79.38868999999999,43.66814],[-79.38868999999999,43.66814],[-79.38867999999999,43.66814],[-79.38866,43.66808]]}",44 Charles St W,"378","686",0.551020408163265,43.6686842,-79.3882061,"237",Bay St at Charles St West,43.668073,-79.388671,Some,"1","1","96","269",Google,"0",Shelter With Bench Underneath
"{""type"":""LineString"",""coordinates"":[[-79.38814999999999,43.66855],[-79.38822999999999,43.66854],[-79.38828999999999,43.66852],[-79.38839,43.6685],[-79.38840999999999,43.66848999999999],[-79.38843,43.66848],[-79.38845,43.66846999999999],[-79.38846999999999,43.66846],[-79.38848,43.66845],[-79.38849,43.66843],[-79.38849999999999,43.66841],[-79.38849,43.66839999999999],[-79.38846999999999,43.66832999999999],[-79.38873999999999,43.66825999999999],[-79.38872999999999,43.66825],[-79.38868999999999,43.66814],[-79.38868999999999,43.66814],[-79.38868999999999,43.66814],[-79.38867999999999,43.66814],[-79.38866,43.66808]]}",44 Charles St W,"228","321",0.710280373831776,43.6686842,-79.3882061,"237",Bay St at Charles St West,43.668073,-79.388671,Some,"1","1","96","270",Google,"0",Shelter With Bench Underneath
"{""type"":""LineString"",""coordinates"":[[-79.38022999999999,43.66335],[-79.38033,43.66358999999999],[-79.38033,43.66358999999999],[-79.38018999999999,43.66362],[-79.38018999999999,43.66362],[-79.38006,43.6633],[-79.37986999999999,43.66284],[-79.37988,43.66284],[-79.37984,43.66273999999999],[-79.37981999999999,43.66273999999999],[-79.37977999999999,43.66264],[-79.37973999999999,43.66255999999999],[-79.3797,43.66243999999999],[-79.37967,43.66237],[-79.37950999999999,43.66196999999999],[-79.37950999999999,43.66196999999999],[-79.37932,43.66201],[-79.37921,43.66203]]}",484 Church St,"123","305",0.40327868852459,43.6633066,-79.3804327,"752",Carlton St at Church St,43.661975,-79.37919,None,"0","0","274","271",Google,"0",
"{""type"":""LineString"",""coordinates"":[[-79.38084,43.66758999999999],[-79.38125999999999,43.66749999999999],[-79.38154,43.66743999999999],[-79.38154,43.66743999999999],[-79.38148999999999,43.66733],[-79.38146,43.66725],[-79.38130999999999,43.66687999999999],[-79.38125999999999,43.66686],[-79.38123,43.66678],[-79.38119,43.66669],[-79.38115999999999,43.66662999999999],[-79.38115999999999,43.66649],[-79.38112999999999,43.66642],[-79.38106999999999,43.66631999999999],[-79.38101,43.66617],[-79.38097999999999,43.6661],[-79.38085999999999,43.66581]]}",86 Gloucester St,"79","172",0.459302325581395,43.6677624,-79.3809166,"8627",Wellesley St East at Church St,43.665787,-79.380783,Some,"0","0","255","272",Google,"0",
"{""type"":""LineString"",""coordinates"":[[-79.38232,43.66931999999999],[-79.38235,43.6694],[-79.38232999999999,43.6694],[-79.38237999999999,43.66949],[-79.3824,43.66948],[-79.38267999999999,43.67016],[-79.38268999999999,43.67020999999999],[-79.38282999999999,43.67056],[-79.38286999999999,43.67069],[-79.38294,43.67085999999999],[-79.38299,43.67098],[-79.38297,43.67099],[-79.38298,43.67099999999999],[-79.38303999999999,43.67116999999999],[-79.38303999999999,43.67116999999999],[-79.38300999999999,43.67118]]}",71 Charles St E,"77","180",0.427777777777778,43.6693447,-79.382194,"479",Bloor St East at Church St,43.671146,-79.382992,Some,"0","0","218","273",Google,"0",
"{""type"":""LineString"",""coordinates"":[[-79.35672999999999,43.65644],[-79.35647,43.65659999999999],[-79.35630999999999,43.65668999999999],[-79.35625,43.65673]]}",585 King St E,"113","136",0.830882352941177,43.6563887,-79.3566604,"15351",King St East at Lower River St,43.65673,-79.356254,None,"0","1","50","274",Google,"0",Shelter With Bench Underneath
"{""type"":""LineString"",""coordinates"":[[-79.36383999999999,43.66048],[-79.36365999999999,43.66004],[-79.36365999999999,43.66004],[-79.36311999999999,43.66015999999999],[-79.36311999999999,43.66017],[-79.36298999999999,43.66020999999999],[-79.36296,43.66020999999999],[-79.36294999999999,43.66017999999999],[-79.36288,43.66019],[-79.36283,43.66006999999999],[-79.36281999999999,43.66004999999999],[-79.36238,43.66013999999999],[-79.36227999999999,43.66017],[-79.36195999999999,43.66024]]}",252 Sackville St.,"168","226",0.743362831858407,43.6605128,-79.3636645,"15872",Dundas St East at Regent Park Blvd,43.660247,-79.361966,Some,"0","0","200","275",Google,"0",
"{""type"":""LineString"",""coordinates"":[[-79.36924999999999,43.64865],[-79.36961999999999,43.64856999999999],[-79.36968,43.64855],[-79.36969,43.64858],[-79.36983999999999,43.64855],[-79.36983999999999,43.64853],[-79.36979999999999,43.64844],[-79.36999,43.64838999999999],[-79.37046999999999,43.64828]]}",158 The Esplanade,"72","170",0.423529411764706,43.6486967,-79.3692679,"6375",The Esplanade at Lower Jarvis St East Side,43.648249,-79.370453,Some,"1","1","106","276",Google,"0",Shelter With Bench Underneath
"{""type"":""LineString"",""coordinates"":[[-79.36527999999999,43.66241999999999],[-79.36509999999999,43.66246],[-79.36499,43.66248],[-79.36484,43.66252],[-79.36472999999999,43.66254],[-79.36460999999999,43.66255999999999],[-79.3645,43.66259],[-79.36414999999999,43.66266999999999],[-79.36414999999999,43.66266999999999],[-79.36409999999999,43.66252999999999],[-79.36409,43.66250999999999],[-79.36410999999999,43.6625]]}",330 Gerrard St E,"81","92",0.880434782608696,43.6625144,-79.3653174,"1106",Gerrard St East at Sackville St,43.662508,-79.364115,None,"0","1","112","277",Google,"0",Shelter With Bench Underneath
"{""type"":""LineString"",""coordinates"":[[-79.37050999999999,43.65851],[-79.37089,43.65842]]}",310 Dundas St E,"124","135",0.918518518518519,43.6585433,-79.3705236,"2131",Dundas St East at Sherbourne St,43.658406,-79.370878,None,"1","1","32","278",Google,"0",Shelter With Bench Underneath
"{""type"":""LineString"",""coordinates"":[[-79.36885999999999,43.64808],[-79.36888,43.64813999999999],[-79.36891,43.64820999999999],[-79.36896,43.64826999999999],[-79.36901,43.64829999999999],[-79.36911,43.64835],[-79.36915,43.64838],[-79.36915999999999,43.64838],[-79.36918,43.64838],[-79.36918,43.64838],[-79.36921999999999,43.64838],[-79.36924,43.64837],[-79.36924999999999,43.64837],[-79.36927,43.64837],[-79.36932,43.64838],[-79.36945,43.6484],[-79.3696,43.64842],[-79.36964999999999,43.64842999999999],[-79.36965999999999,43.64844999999999],[-79.36975999999999,43.64842999999999],[-79.36978999999999,43.64842],[-79.36978999999999,43.64842],[-79.36978999999999,43.64844],[-79.36978999999999,43.64844],[-79.36999,43.64838999999999],[-79.37046999999999,43.64828]]}",133 Wilton St,"63","123",0.51219512195122,43.6480908,-79.3687751,"6375",The Esplanade at Lower Jarvis St East Side,43.648249,-79.370453,Some,"1","1","160","279",Google,"0",Shelter With Bench Underneath
"{""type"":""LineString"",""coordinates"":[[-79.36199,43.64952999999999],[-79.3622,43.65003],[-79.36221999999999,43.65014],[-79.36227999999999,43.65021],[-79.36227999999999,43.65026999999999]]}",33 Hahn Pl,"119","177",0.672316384180791,43.6494192,-79.3625259,"5996",Parliament St at Mill St,43.650273,-79.36228,Some,"0","0","86","280",Google,"0",
"{""type"":""LineString"",""coordinates"":[[-79.36932,43.65044],[-79.36947999999999,43.65079999999999],[-79.36951999999999,43.65091],[-79.36951999999999,43.65091],[-79.36938,43.65093999999999],[-79.36933999999999,43.65095],[-79.36897999999999,43.65102999999999],[-79.36879,43.65108],[-79.36836999999999,43.65117999999999]]}",160 Frederick St,"70","151",0.463576158940397,43.6503955,-79.3693449,"4145",King St East at Sherbourne St,43.651169,-79.368367,Some,"1","1","152","281",Google,"0",Shelter With Bench Underneath
"{""type"":""LineString"",""coordinates"":[[-79.37578,43.66273],[-79.37605999999999,43.66266999999999],[-79.37619999999999,43.66264],[-79.37663,43.66255],[-79.37663,43.66255]]}",130 Carlton St,"132","204",0.647058823529412,43.6628119,-79.3758083,"754",Carlton St at Jarvis St,43.662511,-79.376575,None,"1","1","89","282",Google,"0",Shelter With Bench Underneath
"{""type"":""LineString"",""coordinates"":[[-79.37032999999999,43.65017],[-79.37055999999999,43.65068999999999],[-79.37055999999999,43.65068999999999],[-79.37073999999999,43.65064999999999],[-79.37073999999999,43.65064],[-79.37127999999999,43.65053]]}",25 George St,"50","90",0.555555555555556,43.6501955,-79.3702272,"15636",King St West at Jarvis St East Side,43.650541,-79.371287,Some,"1","1","124","283",Google,"0",Shelter With Bench Underneath
"{""type"":""LineString"",""coordinates"":[[-79.38249,43.66024],[-79.38239,43.66001]]}",423 Yonge St,"273","315",0.866666666666667,43.6602724,-79.3823221,"3236",Yonge St at Opposite College Park,43.660008,-79.3824,Some,"0","0","26","284",Google,"0",
"{""type"":""LineString"",""coordinates"":[[-79.37824799999999,43.662016],[-79.379208,43.66181199999999],[-79.37924099999999,43.661892],[-79.37924599999999,43.661904],[-79.37925199999999,43.66191899999999],[-79.379281,43.66199199999999],[-79.37920099999999,43.662007]]}",77 Carlton St,"81","253",0.320158102766798,43.6618723,-79.37819,"752",Carlton St at Church St,43.661975,-79.37919,None,"0","0","108","285",OpenStreetMaps,"0",
"{""type"":""LineString"",""coordinates"":[[-79.37863,43.66212],[-79.37921,43.66203]]}",84 Carlton St,"107","219",0.488584474885845,43.6622511,-79.378675,"752",Carlton St at Church St,43.661975,-79.37919,None,"0","0","47","286",Google,"0",
"{""type"":""LineString"",""coordinates"":[[-79.375352,43.64877299999999],[-79.375324,43.64871099999999],[-79.375201,43.64841799999999],[-79.37519399999999,43.64840199999999],[-79.374144,43.64863799999999],[-79.37398799999999,43.648682],[-79.37400599999999,43.648724]]}",30 Wellington St E,"107","212",0.504716981132076,43.6487257,-79.3755499,"12320",Church St at Wellington St East,43.648727,-79.373994,None,"0","0","151","287",OpenStreetMaps,"0",
"{""type"":""LineString"",""coordinates"":[[-79.37397,43.64914],[-79.3738,43.64873],[-79.37399,43.64867999999999],[-79.37399,43.64867999999999],[-79.37400999999999,43.64871999999999]]}",35 Church St,"99","177",0.559322033898305,43.649187,-79.3737463,"12320",Church St at Wellington St East,43.648727,-79.373994,None,"0","0","74","288",Google,"0",
"{""type"":""LineString"",""coordinates"":[[-79.37264,43.64907],[-79.37282999999999,43.649],[-79.37314999999999,43.64887999999999],[-79.37323,43.64885999999999],[-79.37336,43.64882999999999],[-79.37336999999999,43.64882],[-79.37346999999999,43.6488],[-79.37379,43.64871999999999],[-79.3738,43.64873],[-79.37399,43.64867999999999],[-79.37399,43.64867999999999],[-79.37400999999999,43.64871999999999]]}",80 Front St E,"173","308",0.561688311688312,43.6492034,-79.3727344999999,"12320",Church St at Wellington St East,43.648727,-79.373994,None,"0","0","125","289",Google,"0",
"{""type"":""LineString"",""coordinates"":[[-79.37300999999999,43.64804999999999],[-79.37292999999999,43.64784999999999],[-79.37281,43.64759],[-79.37279999999999,43.64757999999999],[-79.37279999999999,43.64757999999999],[-79.37286,43.64753999999999],[-79.37323,43.64737999999999],[-79.37341999999999,43.64728999999999],[-79.37341999999999,43.64728999999999],[-79.37350999999999,43.64748999999999]]}",110 The Esplanade,"160","230",0.695652173913043,43.6481488,-79.3725585,"15509",Church St at The Esplanade,43.647498,-79.37348,Some,"0","0","141","290",Google,"0",
"{""type"":""LineString"",""coordinates"":[[-79.37167999999999,43.64772],[-79.37166,43.64768],[-79.37166,43.64768],[-79.37148,43.64772],[-79.37090999999999,43.64786],[-79.37072,43.64788999999999],[-79.37072,43.64788999999999],[-79.37079,43.64806999999999]]}",115 The Esplanade,"100","191",0.523560209424084,43.6476918,-79.371835,"6474",Lower Jarvis St at The Esplanade,43.648078,-79.370754,Some,"0","0","102","291",Google,"0",
"{""type"":""LineString"",""coordinates"":[[-79.37314999999999,43.64719999999999],[-79.37315999999999,43.64721999999999],[-79.37323,43.64737999999999],[-79.37341999999999,43.64728999999999],[-79.37350999999999,43.64748999999999]]}",85 The Esplanade,"136","161",0.84472049689441,43.6472177,-79.3730858,"15509",Church St at The Esplanade,43.647498,-79.37348,Some,"0","0","39","292",Google,"0",
"{""type"":""LineString"",""coordinates"":[[-79.37709999999999,43.6398],[-79.37702,43.63982],[-79.37702,43.63982],[-79.37693,43.63969],[-79.37693,43.63969],[-79.37654999999999,43.6398],[-79.37654999999999,43.6398],[-79.37657,43.63985999999999],[-79.37657,43.63987999999999],[-79.37657,43.63989],[-79.37657,43.63991],[-79.37655999999999,43.63991999999999],[-79.37655999999999,43.63993],[-79.37655999999999,43.63994],[-79.37655999999999,43.63994999999999],[-79.37657,43.63994999999999],[-79.37658,43.63996999999999],[-79.37660999999999,43.64000999999999],[-79.37663,43.64005999999999],[-79.37663999999999,43.64007999999999],[-79.37664999999999,43.64011],[-79.37666,43.64012999999999],[-79.37666,43.64014],[-79.37667,43.64018],[-79.3767,43.64027999999999],[-79.3767,43.64029],[-79.37672999999999,43.64038999999999],[-79.37675,43.64043],[-79.37676,43.64045],[-79.37676999999999,43.64049],[-79.37676,43.64052],[-79.37675,43.64054],[-79.37672,43.64056999999999],[-79.37666,43.64061],[-79.37666,43.64061],[-79.37666,43.64063999999999],[-79.37667999999999,43.64068],[-79.3767,43.64070999999999],[-79.37673999999999,43.64077999999999],[-79.37685,43.64094],[-79.37688,43.64097999999999],[-79.37695999999999,43.64108999999999],[-79.37695999999999,43.64108999999999],[-79.37697,43.64108999999999],[-79.37697,43.64108999999999],[-79.37706,43.64121999999999],[-79.37706,43.64121],[-79.37717999999999,43.64139]]}",33 Harbour Sq,"297","925",0.321081081081081,43.6399375,-79.3771812,"10946",Queens Quay/Ferry Docks Station,43.641422,-79.377093,Some,"0","0","263","293",Google,"0",
"{""type"":""LineString"",""coordinates"":[[-79.37891999999999,43.64012999999999],[-79.37897999999999,43.64025],[-79.37906999999999,43.64021999999999],[-79.37908,43.64023],[-79.37908,43.64023],[-79.37959999999999,43.64005],[-79.37967999999999,43.64003],[-79.37979,43.63996999999999],[-79.37981999999999,43.63996],[-79.37984,43.63996999999999],[-79.37988,43.63994999999999],[-79.38004999999999,43.63989999999999],[-79.38012,43.63993],[-79.38021,43.63989],[-79.38021,43.63989],[-79.38027999999999,43.63987],[-79.38033,43.63985999999999],[-79.38039,43.63985],[-79.38056,43.63980999999999],[-79.38087,43.63976],[-79.381,43.63974],[-79.38148999999999,43.63965],[-79.38160999999999,43.63962999999999],[-79.38169,43.63962],[-79.38173999999999,43.63962],[-79.38177,43.63960999999999]]}",55 Harbour Sq,"204","557",0.366247755834829,43.640163,-79.3788121,"15332",Queens Quay West at Harbourfront Centre,43.639613,-79.381765,Some,"0","0","251","294",Google,"0",
"{""type"":""LineString"",""coordinates"":[[-79.37751,43.63976],[-79.37744999999999,43.63969],[-79.37744999999999,43.63969],[-79.37726999999999,43.63974],[-79.37702,43.63982],[-79.37702,43.63982],[-79.37693,43.63969],[-79.37693,43.63969],[-79.37654999999999,43.6398],[-79.37654999999999,43.6398],[-79.37657,43.63985999999999],[-79.37657,43.63987999999999],[-79.37657,43.63989],[-79.37657,43.63991],[-79.37655999999999,43.63991999999999],[-79.37655999999999,43.63993],[-79.37655999999999,43.63994],[-79.37655999999999,43.63994999999999],[-79.37657,43.63994999999999],[-79.37658,43.63996999999999],[-79.37660999999999,43.64000999999999],[-79.37663,43.64005999999999],[-79.37663999999999,43.64007999999999],[-79.37664999999999,43.64011],[-79.37666,43.64012999999999],[-79.37666,43.64014],[-79.37667,43.64018],[-79.3767,43.64027999999999],[-79.3767,43.64029],[-79.37672999999999,43.64038999999999],[-79.37675,43.64043],[-79.37676,43.64045],[-79.37676999999999,43.64049],[-79.37676,43.64052],[-79.37675,43.64054],[-79.37672,43.64056999999999],[-79.37666,43.64061],[-79.37666,43.64061],[-79.37666,43.64063999999999],[-79.37667999999999,43.64068],[-79.3767,43.64070999999999],[-79.37673999999999,43.64077999999999],[-79.37685,43.64094],[-79.37688,43.64097999999999],[-79.37695999999999,43.64108999999999],[-79.37695999999999,43.64108999999999],[-79.37697,43.64108999999999],[-79.37697,43.64108999999999],[-79.37706,43.64121999999999],[-79.37706,43.64121],[-79.37717999999999,43.64139]]}",65 Harbour Sq,"251","640",0.3921875,43.6397206,-79.3776256,"10946",Queens Quay/Ferry Docks Station,43.641422,-79.377093,Some,"0","0","303","295",Google,"0",
